    301       15,00      16,00    2,54559    1,03239 
    302       23,70      24,00    5,54482    1,83293 
    303       51,70      52,00    5,10054    1,83060 
    304        5,70       6,00    3,27407    1,87469 
    305       62,70      63,00    5,25599    1,83556 
    306        1,70       2,00   -0,74757    1,96768 
    307        9,70      10,00    1,21152    1,86962 
    308        9,70      10,00    1,21152    1,86962 
    309       12,70      13,00    2,84455    1,84833 
    310       12,70      13,00    3,41334    1,84652 
    311       24,70      25,00    4,72709    1,85078 
    312       71,70      72,00    4,76297    1,83057 
    313       13,70      14,00    1,62476    1,84069 
    314        7,70       8,00    1,99659    1,87715 
    315      159,00     160,00    5,32234    1,01072 
    316      154,00     162,00    2,81243    0,37191 
    317      104,70     105,00    5,95274    1,81361 
    318      185,70     186,00    7,05293    1,82430 
    319      147,00     149,00    5,10171    0,72310 
    320        5,70       6,00    2,37341    1,86713 
    321      146,70     147,00    6,29144    1,82882 
    322       35,00      43,00    1,62640    0,41571 
    323       35,70      36,00    3,07775    1,83957 
    324       37,00      39,00    1,17806    0,74010 
    325      210,70     211,00    7,19433    1,82066 
    326      135,70     136,00    6,46597    1,83011 
    327       31,00      33,00    2,32609    0,74003 
    328       24,00      25,00    2,22751    1,02211 
    329      165,00     166,00    5,47501    1,01009 
    330      253,00     255,00    5,43564    0,70585 
    331       73,70      74,00    6,50692    1,83227 
    332       21,00      22,00    2,43548    1,04105 
    333      313,70     314,00    7,77801    1,82789 
    334       49,70      50,00    5,21177    1,83330 
    335       68,70      69,00    6,64677    1,82718 
    336       67,70      68,00    5,69743    1,83281 
    337       50,70      51,00    4,96552    1,83214 
    338       71,70      72,00    6,39909    1,82865 
    339       13,70      14,00    2,43304    1,86302 
    340        4,70       5,00    2,13575    1,87646 
    341       20,70      21,00    3,96861    1,88541 
    342       17,70      18,00    1,90986    1,84508 
    343        2,70       3,00    5,25984    1,93576 
    344       18,70      19,00    2,27914    1,84673 
    345       11,70      12,00    2,66092    1,90730 
    346       25,70      26,00    5,03181    1,83792 
    347       10,00      12,00    0,05600    0,81918 
    348       34,00      38,00    1,35974    0,54392 
    349       64,70      65,00    4,46179    1,83431 
    350       53,70      54,00    4,77872    1,83505 
    351      234,70     235,00    6,97375    1,81840 
    352      327,70     328,00    7,60501    1,82713 
    353      271,70     272,00    7,36390    1,80692 
    354      278,70     279,00    7,35200    1,80317 
    355      102,00     104,00    4,12597    0,71591 
    356      192,00     195,00    4,41324    0,58766 
    357      293,70     294,00    7,53563    1,80040 
    358      193,00     197,00    4,45254    0,51536 
    359       45,70      46,00    4,49260    1,80817 
    360      341,70     342,00    7,77100    1,82688 
    361      287,70     288,00    7,47259    1,80246 
    362      244,70     245,00    7,66019    1,81374 
    363      235,70     236,00    7,32309    1,81702 
    364      361,70     362,00    7,60437    1,82684 
    365      257,00     258,00    6,15737    1,00158 
    366      254,70     255,00    7,38271    1,81202 
    367      208,70     209,00    7,39366    1,81922 
    368      244,70     245,00    7,44272    1,81515 
    369      327,70     328,00    7,53549    1,82777 
    370      240,70     241,00    7,21366    1,81452 
    371       36,00      38,00    2,08787    0,73563 
    372       28,00      43,00   -0,25754    0,34794 
    373      115,70     116,00    6,04876    1,82894 
    374       23,70      24,00    4,67693    1,83286 
    375       15,70      16,00    1,89501    1,84722 
    376        8,70       9,00    2,09166    1,85931 
    377        4,70       5,00    0,50199    1,90320 
    378       12,70      13,00    3,01675    1,86641 
    379       54,70      55,00    4,17562    1,80874 
    380       15,70      16,00    1,84204    1,84639 
    381       25,00      27,00    0,66941    0,76043 
    382       29,70      30,00    5,07320    1,83277 
    383      115,70     116,00    7,06073    1,83168 
    384       19,70      20,00    3,86898    1,87634 
    385        5,00       6,00    1,87592    1,10407 
    386       11,70      12,00    1,42897    1,85455 
    387       10,00      12,00    0,16507    0,91781 
    388       34,70      35,00    4,39437    1,82240 
    389      109,70     110,00    5,91424    1,82905 
    390      163,70     164,00    6,02051    1,82684 
    391       54,70      55,00    5,41472    1,83144 
    392      120,70     121,00    5,86382    1,82959 
    393       18,00      19,00    2,64929    1,10546 
    394       66,70      67,00    4,87548    1,82886 
    395       29,00      31,00    2,62626    0,76190 
    396       32,70      33,00    4,46846    1,82953 
    397       80,70      81,00    5,67427    1,82345 
    398      110,00     112,00    3,20936    0,71694 
    399       80,70      81,00    5,04108    1,83142 
    400       11,70      12,00    4,29918    1,85299 
    401       45,70      46,00    4,85720    1,83506 
    402       64,70      65,00    4,83756    1,82851 
    403       16,70      17,00    3,77957    1,84876 
    404       18,70      19,00    3,55728    1,84631 
    405       17,70      18,00    3,69281    1,85165 
    406       17,70      18,00    5,93085    1,82756 
    407       10,70      11,00    3,50646    1,85178 
    408       19,70      20,00    3,89490    1,84563 
    409        9,70      10,00    2,63820    1,91110 
    410       35,70      36,00    5,11478    1,82617 
    411       17,70      18,00    1,81277    1,84750 
    412       59,70      60,00    5,10563    1,83083 
    413        9,70      10,00    3,23652    1,86644 
    414       15,70      16,00    3,73395    1,85298 
    415       10,00      11,00    2,04110    1,06746 
    416        9,70      10,00    3,46105    1,86237 
    417       11,70      12,00    3,71460    1,86403 
    418        9,70      10,00    3,16177    1,86091 
    419       15,70      16,00    3,96050    1,85077 
    420       11,70      12,00    3,94305    1,85271 
    421        9,70      10,00    3,59628    1,88281 
    422       11,70      12,00    3,00609    1,85462 
    423       11,70      12,00    3,23966    1,85378 
    424       13,70      14,00    3,37501    1,83716 
    425       17,70      18,00    4,26385    1,85146 
    426       15,70      16,00    5,76936    1,84606 
    427        9,70      10,00    5,79689    1,84849 
    428       23,70      24,00    5,96326    1,82516 
    429       45,70      46,00    4,79234    1,83585 
    430       13,70      14,00    3,78999    1,85148 
    431       21,70      22,00    5,93525    1,83198 
    432       25,70      26,00    4,18031    1,82992 
    433       37,70      38,00    5,77539    1,81277 
    434       25,70      26,00    4,82253    1,83710 
    435       33,70      34,00    6,35440    1,83308 
    436       28,70      29,00    4,85949    1,83198 
    437       19,70      20,00    4,38715    1,84090 
    438       33,70      34,00    4,19191    1,83134 
    439       80,70      81,00    6,71530    1,82358 
    440       14,70      15,00    5,46903    1,84426 
    441       30,70      31,00    6,12432    1,83840 
    442       43,70      44,00    6,01325    1,84118 
    443       40,70      41,00    6,21707    1,83551 
    444        9,70      10,00    3,53724    1,88554 
    445       11,70      12,00    2,06994    1,85595 
    446       81,70      82,00    6,36170    1,82893 
    447      205,70     206,00    7,71633    1,82139 
    448      243,70     244,00    7,66293    1,82000 
    449       97,70      98,00    6,70411    1,82066 
    450      222,70     223,00    7,63767    1,82090 
    451      151,00     152,00    6,02309    1,00915 
    452      169,70     170,00    7,59465    1,82618 
    453       72,00      74,00    4,48244    0,73753 
    454      184,70     185,00    7,21996    1,82785 
    455      153,70     154,00    7,61984    1,82546 
    456      148,70     149,00    7,05897    1,82927 
    457      203,70     204,00    7,54325    1,82399 
    458      195,70     196,00    7,58644    1,82573 
    459       85,70      86,00    6,54862    1,82576 
    460      230,70     231,00    7,80743    1,81659 
    461      155,70     156,00    7,20440    1,83023 
    462       87,00      89,00    3,88102    0,72965 
    463      200,70     201,00    7,37535    1,82500 
    464      169,70     170,00    6,93165    1,82778 
    465       15,70      16,00    1,82144    1,84744 
    466       13,70      14,00    1,57133    1,83612 
    467       17,70      18,00    1,99445    1,84380 
    468       26,70      27,00    4,34604    1,82735 
    469      105,70     106,00    9,05420    1,86602 
    470       18,70      19,00    4,37648    1,83940 
    471       17,70      18,00    3,99153    1,84315 
    472       11,70      12,00    1,49932    1,84356 
    473        9,70      10,00    3,52919    1,84994 
    474       13,70      14,00    4,58706    1,84314 
    475       14,70      15,00    4,18640    1,85729 
    476       26,70      27,00    6,34498    1,83670 
    477       19,70      20,00    4,01443    1,84254 
    478       13,70      14,00    3,65479    1,85195 
    479       11,70      12,00    3,70564    1,83353 
    480       29,70      30,00    4,46151    1,82310 
    481       27,70      28,00    3,31232    1,84325 
    482       19,70      20,00    4,06028    1,84118 
    483        9,00      10,00    1,42251    1,06254 
    484        3,00       4,00    0,11923    1,17448 
    485       23,70      24,00    4,27803    1,83509 
    486       16,70      17,00    3,48779    1,84487 
    487       13,70      14,00    3,82529    1,85110 
    488        9,70      10,00    2,94325    1,85260 
    489       66,70      67,00    4,78120    1,83178 
    490       31,70      32,00    4,44663    1,84424 
    491       13,70      14,00    3,41204    1,82595 
    492        9,70      10,00    2,94325    1,85260 
    493        9,70      10,00    2,94325    1,85260 
    494       17,70      18,00    3,94110    1,84485 
    495       80,70      81,00    4,98578    1,82699 
    496       14,70      15,00    3,55743    1,84821 
    497       24,70      25,00    4,47240    1,85035 
    498       13,70      14,00    5,45835    1,86439 
    499       24,70      25,00    4,35274    1,84370 
    500        9,70      10,00    1,13245    1,85872 
    501       10,70      11,00    5,65819    1,85873 
    502        8,70       9,00    3,48655    1,85665 
    503       17,70      18,00    1,85131    1,84671 
    504       11,70      12,00    1,34119    1,84843 
    505       11,70      12,00    1,41229    1,84725 
    506       36,00      38,00    2,87733    0,73776 
    507       17,70      18,00    4,84081    1,88492 
    508       13,70      14,00    1,54291    1,84510 
    509        9,70      10,00    1,13245    1,85872 
    510       44,70      45,00    4,65658    1,84104 
    511       15,70      16,00    3,82447    1,83421 
    512       13,70      14,00    3,64237    1,85243 
    513       33,70      34,00    4,54227    1,81695 
    514       23,70      24,00    5,89481    1,83386 
    515       27,70      28,00    6,08267    1,84417 
    516       29,70      30,00    5,08833    1,82343 
    517       13,70      14,00    5,45835    1,86439 
    518       14,70      15,00    2,85249    1,86199 
    519       42,70      43,00    5,27596    1,83909 
    520       21,70      22,00    3,09402    1,83299 
    521       44,70      45,00    6,23714    1,83678 
    522       63,70      64,00    6,53369    1,83538 
    523       16,70      17,00    3,61427    1,85077 
    524        0,30       4,00   -3,24752    1,91796 
    525       14,70      15,00    3,68528    1,91438 
    526       15,00      17,00   -0,36612    0,76217 
    527       53,70      54,00    4,70591    1,83304 
    528       50,70      51,00    4,83725    1,83290 
    529       11,70      12,00    2,34235    1,87033 
    530       19,70      20,00    5,82903    1,82427 
    531      183,70     184,00    6,98541    1,82475 
    532      141,70     142,00    7,67849    1,82446 
    533      259,70     260,00    7,83451    1,81419 
    534       19,00      21,00    2,38616    0,75729 
    535       63,70      64,00    6,60948    1,82474 
    536       16,70      17,00    4,35811    1,84545 
    537        8,00      10,00    1,12705    0,81385 
    538        6,00       9,00    0,52028    0,74962 
    539       12,00      15,00    1,66511    0,69540 
    540       17,70      18,00    4,19989    1,84176 
    541       43,70      44,00    5,33593    1,83474 
    542       18,00      20,00    2,25115    0,75736 
    543       35,00      40,00    2,67240    0,50982 
    544       39,70      40,00    6,28292    1,83709 
    545       31,00      32,00    3,79202    1,02182 
    546       20,00      24,00    2,55738    0,59416 
    547       44,00      45,00    4,07319    1,00469 
    548       19,70      20,00    4,36134    1,84442 
    549        8,00      11,00    0,74357    0,68508 
    550        0,30       4,00   -3,08752    1,91025 
    551       20,70      21,00    3,81125    1,88331 
    552       17,70      18,00    3,88324    1,84393 
    553       67,70      68,00    6,89701    1,81568 
    554       81,70      82,00    5,70687    1,82288 
    555       46,70      47,00    4,80695    1,84131 
    556       33,70      34,00    4,30946    1,82896 
    557        6,00       7,00    1,00054    1,10459 
    558       17,00      20,00    1,23267    0,63736 
    559       14,70      15,00    2,79292    1,84847 
    560       14,70      15,00    3,26523    1,82675 
    561       28,00      30,00    1,94851    0,75084 
    562        9,70      10,00    2,77204    1,85949 
    563        5,00       6,00    1,83184    1,15140 
    564        3,70       4,00    1,96484    1,91580 
    565        9,00      10,00    1,33569    1,07062 
    566       13,70      14,00    3,26955    1,83201 
    567       12,70      13,00    2,98325    1,84609 
    568       37,70      38,00    4,00196    1,83037 
    569       43,70      44,00    4,49117    1,83431 
    570       39,00      40,00    3,47579    1,00783 
    571       11,70      12,00    1,37384    1,85759 
    572        2,00       4,00   -2,75627    1,00872 
    573       13,70      14,00    5,43261    1,86360 
    574       85,70      86,00    6,37486    1,83240 
    575       40,70      41,00    6,49879    1,83497 
    576       23,70      24,00    4,19416    1,83316 
    577       14,70      15,00    5,94215    1,83005 
    578       11,70      12,00    1,88632    1,82902 
    579       12,70      13,00    3,30033    1,83933 
    580        9,70      10,00    2,89114    1,86236 
    581       15,70      16,00    1,70063    1,83163 
    582       13,70      14,00    4,12546    1,84865 
    583       11,70      12,00    3,71702    1,83228 
    584       40,70      41,00    3,27478    1,84310 
    585       35,70      36,00    3,20300    1,83812 
    586       57,70      58,00    6,27114    1,83302 
    587       33,70      34,00    4,23371    1,82290 
    588        9,70      10,00    3,77343    1,85510 
    589        2,70       3,00    1,79860    1,92962 
    590        4,70       5,00    3,16178    1,91431 
    591       75,70      76,00    6,64700    1,82622 
    592       16,70      17,00    1,84287    1,84690 
    593       15,00      16,00    2,38843    1,12980 
    594       67,70      68,00    4,75967    1,83044 
    595       57,70      58,00    4,82172    1,83873 
    596       62,00      63,00    3,81218    1,01156 
    597       10,00      15,00   -0,10357    0,66681 
    598        5,00       7,00   -1,31392    0,93109 
    599       22,00      24,00    1,64638    0,75526 
    600       77,70      78,00    5,25749    1,82595 
    601      101,70     102,00    6,73745    1,81362 
    602       25,00      26,00    2,75586    1,03418 
    603       16,70      17,00    2,84691    1,83621 
    604       10,70      11,00    2,16487    1,87618 
    605      130,70     131,00    7,24806    1,82914 
    606       10,70      11,00    3,63899    1,84430 
    607        7,70       8,00    4,41892    1,87285 
    608        4,70       5,00    3,67334    1,90144 
    609        5,70       6,00    3,45016    1,87181 
    610        6,70       7,00    5,05383    1,84395 
    611       11,70      12,00    1,29979    1,84804 
    612       24,70      25,00    4,72611    1,85050 
    613       11,70      12,00    3,52421    1,84239 
    614       20,70      21,00    4,80128    1,84385 
    615       39,70      40,00    5,13727    1,84036 
    616       87,70      88,00    5,12392    1,82534 
    617       36,70      37,00    6,01676    1,81821 
    618       34,70      35,00    4,85833    1,80938 
    619        7,70       8,00    3,20380    1,86720 
    620        2,70       3,00    0,93396    1,91400 
    621       28,70      29,00    6,08700    1,82487 
    622       97,70      98,00    5,53949    1,81333 
    623       55,70      56,00    6,89744    1,81930 
    624       36,70      37,00    4,95498    1,81068 
    625       46,70      47,00    6,70017    1,83533 
    626       32,70      33,00    6,31543    1,83928 
    627       23,70      24,00    6,10955    1,82219 
    628       13,70      14,00    2,74017    1,86363 
    629       13,70      14,00    4,25987    1,84616 
    630        3,00       5,00   -0,05614    0,92864 
    631       15,70      16,00    2,59780    1,84705 
    632       34,70      35,00    4,18950    1,82829 
    633       53,70      54,00    5,85701    1,83414 
    634       63,00      67,00    3,37537    0,53566 
    635       19,70      20,00    4,09655    1,83899 
